Market	QuerySetName	QueryId	Query	Type	Frequency	UserLocation	UserLatLong	UserBoundingBox	TargetLocation	TargetLocationType	TargetLatLong	TargetCircleSizeInMiles
en-us	en-us UnifiedMaps-1410	4c2d667f-2825-515f-ab10-e118e8e524e0	5001 Highway 95	Address	1	Georgetown ,Texas ,United States	30.6327,-97.6772	30.78372779,-97.50160217,30.48122526,-97.85316467	5001 S Highway 95, Hanksville, UT 84734,United States	PopulatedPlace	30.6325947443846,-97.67738342	17
en-us	en-us UnifiedMaps-1410	4c38d261-dd3c-5686-82ff-6129db247ad1	Fist Rd. Burton, Texas	Address	1	Brenham ,Texas ,United States 77833	30.1991,-96.3878	34.38764597,-96.55197144,34.09702215,-96.90353394	Fest Rd, San Antonio, TX 78264,United States	PopulatedPlace	29.24849,-98.57599	5
en-us	en-us UnifiedMaps-1410	4c65c14b-7f1a-5c67-bb81-2682e1162617	2791 Peanut Ct, Madera, CA 93637	Address	1	Napa ,California ,United States	38.2971,-122.285	38.29758738,-122.2850583,38.29661275,-122.28694792	2791 Peanut Ct, Madera, CA 93637,United States	PopulatedPlace	36.94451,-120.09491	2
en-us	en-us UnifiedMaps-1410	4c72cda8-5b02-5ac5-baad-28143183c210	4101 EAST FOURTH ST SPARTA ILL 62286	Address	1	Cincinnati ,Ohio ,United States	39.162,-84.4569	39.28329387,-94.39796448,39.01064751,-94.74952698	62286,Sparta,Randolph,Illinois,United States,North America	Postcode1	38.12,-89.717	2
en-us	en-us UnifiedMaps-1410	4c8d9924-e768-51ae-8129-860cb00d54e2	14721 Whitecap Blvd, Corpus Christi, TX 78418	Address	1	San Antonio ,Texas ,United States 78201	29.4713,-98.5353	27.75586125,-97.0388031,27.44430614,-97.3903656	14721 Whitecap Blvd, Corpus Christi, TX 78418,United States	PopulatedPlace	27.59992,-97.21444	2
en-us	en-us UnifiedMaps-1410	4c8e1765-1046-5d59-b6f4-e0b70b520fa5	945 Baltimore Pike, Gettysburg, PA,	Address	1	Rensselaer ,New York ,United States 12144	42.6189,-73.7065	42.57229842,-73.4841156,42.31286205,-73.8356781	945 Baltimore Pike, Gettysburg, PA 17325,United States	PopulatedPlace	39.81782,-77.22739	2
en-us	en-us UnifiedMaps-1410	4cebe344-b65a-53e5-8dcd-7e21b39bf286	1900 point west way sacramento, ca 95815	Address	1	Chesterfield ,Missouri ,United States 63017	38.65,-90.5334	38.71712604,-121.31446838,38.4422957,-121.66603088	1900 Point West Way, Sacramento, CA 95815,United States	PopulatedPlace	38.59965,-121.43147	2
en-us	en-us UnifiedMaps-1410	4cec9df4-571c-5ddc-bacf-9ca622a47297	ft worth terrel ave 1401	Address	1	Fort Worth ,Texas ,United States 76133	32.6586,-97.3842	33.3144631,-107.06863403,33.020179,-107.42019653	ViewPortCenter	PopulatedPlace	33.1674445346122,-107.24441528	15
en-us	en-us UnifiedMaps-1410	4cf3cd57-e673-55c6-aa9d-399497b4fa79	6445 E. Winchcomb Dr. Scottsdale, Az	Address	1	Phoenix ,Arizona ,United States	33.4484,-112.074	32.6454,-114.374,32.6252,-114.401	6445 E Winchcomb Dr, Scottsdale, AZ 85254,United States	PopulatedPlace	33.61639,-111.94124	2
en-us	en-us UnifiedMaps-1410	4d70fce4-b5b1-51b5-90a3-a08e28df8b40	25se 2nd ave suite 410  miami fla 33131	Address	1	Flushing ,New York ,United States 11358	40.7616,-73.7949	25.7779,-80.1829,25.7675,-80.2	25 SE 2nd Ave, Miami, FL 33131,United States	PopulatedPlace	25.77378,-80.18993	2
en-us	en-us UnifiedMaps-1410	4d7af053-01ae-5065-9738-0c5f9bd3d2f6	1536 Putnam Avenue	Address	1	Beograd ,Beograd ,Serbia 11000	44.8024,20.4656	44.92689068,20.64125061,44.67744217,20.28968811	1536 Putnam Ave, North Las Vegas, NV 89030,United States	PopulatedPlace	44.8023012441066,20.46546936	13
en-us	en-us UnifiedMaps-1410	4d7c8100-2ea8-5fdb-984f-6b2a4bcaa9f8	948Oak St. Brentwood Ca.	Address	1	Hayward ,California ,United States	37.6688,-122.081	37.9325,-121.698,37.9272,-121.71	948 Oak St, Brentwood, CA 94513,United States	PopulatedPlace	37.93106,-121.70399	2
en-us	en-us UnifiedMaps-1410	4da4c8a6-1216-5797-bc3d-bae7fc24b6ef	58 Shaefer St, Akron, OH 44311	Address	1	Mogadore ,Ohio ,United States 44260	41.037,-81.3391	41.19105626,-81.35513306,40.92596494,-81.70669556	58 Shaefer St, Akron, OH 44311,United States	PopulatedPlace	41.05858,-81.53069	2
en-us	en-us UnifiedMaps-1410	4db2e867-481b-5ae2-8599-dfd459347735	2112 9th St, Green Bay, WI 54304	Address	1	Kingston ,Kingston ,Jamaica	17.9927,-76.792	44.9037,-89.5606,44.8951,-89.5824	2112 9th St, Green Bay, WI 54304,United States	PopulatedPlace	44.51905,-88.08489	2
en-us	en-us UnifiedMaps-1410	4e4a4a02-11d5-51b9-a60c-d1284efc494a	201 Freeman St, Brookline, MA, 02446	Address	1	New York ,New York ,United States	40.7143,-74.006	40.84757977,-73.83018494,40.58110616,-74.18174744	201 Freeman St, Brookline, MA 02446,United States	PopulatedPlace	42.34795,-71.11888	2
en-us	en-us UnifiedMaps-1410	4e551731-59f0-56fd-aa4b-a0e4db692a43	1765 W. Gettysburg Ave. Fresno,  Ca	Address	1	Visalia ,California ,United States 93291	36.39,-119.37	36.53115711,-119.19342041,36.24814956,-119.54498291	1765 W Gettysburg Ave, Fresno, CA 93705,United States	PopulatedPlace	36.80071,-119.83162	2
en-us	en-us UnifiedMaps-1410	4e5c9bb8-2075-50b7-b6af-de5f7e386151	3330 Piedmont Road, Atlanta, Georgia 30305	Address	1	Atlanta ,Georgia ,United States 30349	33.6222,-84.5231	33.76830276,-84.34753418,33.47555397,-84.69909668	3330 Piedmont Rd NE, Atlanta, GA 30305,United States	PopulatedPlace	33.84606,-84.37399	2
en-us	en-us UnifiedMaps-1410	4e86d6ad-6877-5399-a903-f72a3549b5b6	7 BIRCH CT, BLACKWOOD, NJ	Address	1	Franklinville ,New Jersey ,United States 08322	39.6193,-75.0318	39.87498416,-74.94556479,39.86582757,-74.96002726	7 Birch Ct, Blackwood, NJ 08012,United States	PopulatedPlace	39.82574,-75.07642	2
en-us	en-us UnifiedMaps-1410	4ef24b6f-4c14-5d8b-a0b1-eadbd1077928	116 n taylor 63122	Address	1	Saint Louis ,Missouri ,United States 63132	38.6784,-90.377	38.81563617,-90.20118713,38.54118389,-90.55274963	116 N Taylor Ave, St Louis, MO 63122,United States	PopulatedPlace	38.58175,-90.40363	2
en-us	en-us UnifiedMaps-1410	4efc07ab-2c2b-5b20-8943-571717d8385f	1444 150 ST., NY 11357	Address	1	Brooklyn ,New York ,United States 11207	40.6702,-73.8944	40.7952,-73.8037,40.7863,-73.8255	150th St, Whitestone, NY 11357,United States	PopulatedPlace	40.79074,-73.81456	2
en-us	en-us UnifiedMaps-1410	4f113d23-203d-55eb-b58f-169dd0e6888a	cleveland morton avenue	Address	1	Beograd ,Beograd ,Serbia 11000	44.8024,20.4656	40.74178653,-89.13820664,40.37923565,-89.88665025	Morton Ave, Cleveland, OH 44127,United States	PopulatedPlace	41.46575,-81.64509	2
en-us	en-us UnifiedMaps-1410	4f18512c-1988-53f8-8cbe-72489a0d5b05	165 Annin Rd, bernards, nj	Address	1	Hoboken ,New Jersey ,United States 07030	40.7458,-74.0321	40.6665,-74.6268,40.6633,-74.6304	165 Annin Rd, Far Hills, NJ 07920	Address	40.6828933954239,-74.5884574949741	2
en-us	en-us UnifiedMaps-1410	4f18bc4b-6f1f-531c-bfa3-b29d3403ad2c	180 Heller Place	Address	1	Philadelphia ,Pennsylvania ,United States 19136	40.0425,-75.0184	39.863,-75.0819,39.8578,-75.0953	180 Heller Pl, Bellmawr, NJ 08031,United States	PopulatedPlace	39.85946,-75.08928	2
en-us	en-us UnifiedMaps-1410	4f35b791-5110-5c08-8d6e-3a55f909665e	219 Bickett Blvd., Raleigh, North Carolina 27608	Address	1	Durham ,North Carolina ,United States 27701	35.9959,-78.9021	35.7987586,-78.63040829,35.78942961,-78.64487076	219 Bickett Blvd, Raleigh, NC 27608,United States	PopulatedPlace	35.8005,-78.63921	2
en-us	en-us UnifiedMaps-1410	4f3617fe-107c-58ed-a39c-fc0da77c8af4	central oregon hwy & crooked river hwy	Address	1	Arlington ,Texas ,United States 76006	32.7814,-97.0997	32.92916554,-96.9241333,32.63359257,-97.2756958	Central Oregon Hwy & S Crooked River Hwy, Brothers, OR 97712,United States	PopulatedPlace	32.7815017993702,-97.09991455	15
en-us	en-us UnifiedMaps-1410	4f495297-3e23-51b1-96fa-19b4d04f3afa	8711 S Lewis Ave, Tulsa, OK 74137	Address	1	Stillwater ,Oklahoma ,United States 74074	36.0784,-97.0968	36.18000806,-95.77880859,35.89572526,-96.13037109	8711 S Lewis Ave, Tulsa, OK 74137,United States	PopulatedPlace	36.03795,-95.95435	2
en-us	en-us UnifiedMaps-1410	4f50d9ff-b109-5c8c-9a3a-2e955a733f21	3165 lynwood dr, atlanta	Address	1	Atlanta ,Georgia ,United States 30327	33.7985,-84.3883	33.94449921,-84.21226501,33.65235146,-84.56382751	3165 Lynwood Dr NE, Atlanta, GA 30319,United States	PopulatedPlace	33.8823,-84.33974	2
en-us	en-us UnifiedMaps-1410	4f5471fb-c3a4-5829-b50f-b1370a25d9ea	2360 Huntington Dr, San Marino, CA 91108	Address	1	Carson ,California ,United States 90746	33.8608,-118.256	34.26799874,-117.92793274,33.97696173,-118.27949524	2360 Huntington Dr, San Marino, CA 91108,United States	PopulatedPlace	34.12237,-118.10344	2
en-us	en-us UnifiedMaps-1410	4f61ad9d-560e-5389-804c-7fc957553096	213 Larkwood Lane, Dadeville, AL	Address	1	Hattiesburg ,Mississippi ,United States	31.3274,-89.2907	32.7441,-85.825,32.7256,-85.847	213 Larkwood Ln, Dadeville, AL 36853,United States	PopulatedPlace	32.73487,-85.83598	2
en-us	en-us UnifiedMaps-1410	4f85153f-50e3-5c2b-bdc3-bd6717d01c68	411 Fairfield Avenue Waterbury CT	Address	1	Brooklyn ,New York ,United States	40.6501,-73.9496	40.65151345,-73.94633724,40.64869141,-73.95285514	411 Fairfield Ave, Waterbury, CT 06708,United States	PopulatedPlace	41.53465,-73.06319	2
en-us	en-us UnifiedMaps-1410	4fbafa5b-6683-51c6-ae9e-7d810f527cc2	128 62 SKONDAL,  SWEDEN	Address	1	Ogden ,Utah ,United States 84405	41.1544,-111.98	41.28657835,-111.8044281,41.02187316,-112.1559906	Sköndal,Nynäshamn,Nynäshamn,Stockholm County,Sweden,Europe	PopulatedPlace	59.053,17.803	19
en-us	en-us UnifiedMaps-1410	4fbc0403-2e03-5a11-a575-a7e47435aba1	1706 Capital Circle Northeast, Tallahassee, FL	Address	1	Deltona ,Florida ,United States 32725	28.8783,-81.2455	30.4885,-84.2354,30.4863,-84.238	1706 Capital Circle NE, Tallahassee, FL 32308,United States	PopulatedPlace	30.46424,-84.22849	2
en-us	en-us UnifiedMaps-1410	4fcf4856-e65d-5101-bac3-614a259d8f47	Scotia St., Winnepeg , Manitoba	Address	1	Jenison ,Michigan ,United States 49428	42.9156,-85.8464	46.55508302,-91.30462646,46.31279007,-91.65618896	Scotia St, Winnipeg, MB R2V, Canada	PopulatedPlace	49.94097,-97.10282	2
en-us	en-us UnifiedMaps-1410	4ff0d489-ba63-5ab5-8721-6158271c4cd1	everywhere 1, 88882 Jerusalem, Israel	Address	1	Brooklyn ,New York ,United States 11210	40.6252,-73.9457	40.75870038,-73.76976013,40.49187065,-74.12132263	ViewPortCenter	PopulatedPlace	40.6254187684433,-73.94554138	14
en-us	en-us UnifiedMaps-1410	5024c42d-d6d5-5b85-b26d-1d845fdff9c8	49 Hawthorne Rd Schroeppel 13069	Address	1	East Syracuse ,New York ,United States 13057	43.0892,-76.025	43.2486,-76.2119,43.2462,-76.2145	49 Hawthorne Rd, Schroeppel, NY 13069,United States	PopulatedPlace	43.25518,-76.34824	2
en-us	en-us UnifiedMaps-1410	50646650-b687-5ceb-a3bb-0742271ff996	8413 Tysons Ct	Address	1	Vienna ,Virginia ,United States 22181	38.9039,-77.2953	38.912,-77.2259,38.9031,-77.2468	Tysons Ct, Vienna, VA 22182,United States	PopulatedPlace	38.90536,-77.24117	2
en-us	en-us UnifiedMaps-1410	5064bcaf-0b76-5288-8fe2-45c60cebce8a	315 S Bradford St, North Andover, Massachusetts	Address	1	Medford ,Massachusetts ,United States 02155	42.4231,-71.1078	42.55257447,-70.93185425,42.29305627,-71.28341675	315 S Bradford St, North Andover, MA 01845,United States	PopulatedPlace	42.6912,-71.07552	2
en-us	en-us UnifiedMaps-1410	506db52c-ac42-5e4b-a2ba-d231e837a974	12800 Oakland Park Blvd, Highland Park, Mi  48203	Address	1	Highland Park ,Michigan ,United States 48203	42.4178,-83.1045	42.54751604,-82.92892456,42.28797687,-83.28048706	12800 Oakland Pkwy, Highland Park, MI 48203,United States	PopulatedPlace	42.40479,-83.08429	2
en-us	en-us UnifiedMaps-1410	509d06a1-c43b-59bb-9d5d-d3cb798d9aa5	40 Landsdowne St, Cambridge, MA 02139	Address	1	Raleigh ,North Carolina ,United States 27608	35.8089,-78.6472	42.49032732,-70.9236145,42.23055109,-71.275177	40 Landsdowne St, Cambridge, MA 02139,United States	PopulatedPlace	42.36054,-71.09943	2
en-us	en-us UnifiedMaps-1410	50cbf481-6a6d-52f6-a8fd-e5684fa04516	88 Pettis Dr	Address	1	Coventry ,Rhode Island ,United States 02816	41.6907,-71.616	41.7188,-71.3928,41.6973,-71.4451	88 Pettis Dr, Warwick, RI 02889,United States	PopulatedPlace	41.70103,-71.40836	2
en-us	en-us UnifiedMaps-1410	50d16dc8-c438-5703-8216-ffd599444efc	5722 garden grove blvd	Address	1	Garden Grove ,California ,United States 92844	33.7595,-117.974	33.90575579,-117.79815674,33.61347564,-118.14971924	5722 Garden Grove Blvd, Westminster, CA 92683,United States	PopulatedPlace	33.77251,-118.03371	2
en-us	en-us UnifiedMaps-1410	50ed89a4-8c6e-597d-8dc2-aa6a16af1346	125 and amsterdam, harlem, ny	Address	1	Chester ,Virginia ,United States	37.3568,-77.4416	37.49665234,-77.26547241,37.21720611,-77.61703491	W 125th St & Amsterdam Ave, New York, NY 10027,United States	PopulatedPlace	40.81337,-73.95627	2
en-us	en-us UnifiedMaps-1410	50fac6fc-5d6b-566b-9417-4a37c5d6f3f3	59 Nguyen Binh Khiem, Da Kao Ward, District 1	Address	1	Ha Noi ,Ha Noi ,Viet Nam 10000	21.0186,105.848	21.18249102,106.02355957,20.85432022,105.67199707	Ho Chi Minh City, Vietnam	PopulatedPlace	10.7782297134399,106.703269958496	11
en-us	en-us UnifiedMaps-1410	50fe7200-49c4-5c24-891e-bc944ccf4795	31 Forrest Ln, Highlands, NC 28741	Address	1	Norfolk ,Virginia ,United States	36.8468,-76.2851	36.85490051,-76.07208252,36.57307817,-76.42364502	31 Forrest Ln, Highlands, NC 28741,United States	PopulatedPlace	35.08189,-83.21116	2
en-us	en-us UnifiedMaps-1410	51033508-e887-5ca1-ba8a-41758cf78022	103rd ST at Mc Kinley	Address	1	North Hollywood ,California ,United States 91606	34.1854,-118.391	34.2171,-117.752,33.92,-118.403	E 103rd St & McKinley Ave, Los Angeles, CA 90002,United States	PopulatedPlace	33.94328,-118.26086	2
en-us	en-us UnifiedMaps-1410	514485b0-2feb-517e-b75d-388bc31f997c	700 West Riverside Drive Jeffersonville, IN 47130	Address	1	Lewis Center ,Ohio ,United States 43035	40.1832,-82.9954	38.8483,-84.6991,37.7447,-86.1053	700 W Riverside Dr, Jeffersonville, IN 47130,United States	PopulatedPlace	38.26865,-85.74842	2
en-us	en-us UnifiedMaps-1410	514ba23e-8d40-5f08-a482-5978983571b9	2309 SPRINGDALE RD SE DECATUR ALABAMA, 35601	Address	1	Guntersville ,Alabama ,United States 35976	34.3196,-86.2735	34.5828,-86.9365,34.5793,-86.9447	2309 Springdale Rd SE, Decatur, AL 35601,United States	PopulatedPlace	34.56951,-86.95307	2
en-us	en-us UnifiedMaps-1410	514dadb9-cf6b-5c3f-a2f5-12235011eafa	67 Valley Rd, Cumberland Center, ME 04021	Address	1	Portland ,Maine ,United States	43.6615,-70.2553	43.94932735,-70.10513306,43.6956797,-70.45669556	67 Valley Rd, Cumberland Center, ME 04021,United States	PopulatedPlace	43.82252,-70.28122	2
en-us	en-us UnifiedMaps-1410	5166a18e-9e9c-50a6-b0f0-81d9745cea9d	4305 clayton valley rd, concord. ca	Address	1	Lafayette ,California ,United States 94549	37.9011,-122.117	38.03943889,-121.94137573,37.76202989,-122.29293823	4305 Clayton Rd, Concord, CA 94521,United States	PopulatedPlace	37.96589,-121.9912	2
en-us	en-us UnifiedMaps-1410	51702037-ad93-5fa8-9f7f-c353ebeaef07	2615 maclary dr wilmington de	Address	1	Newark ,Delaware ,United States 19711	39.7151,-75.7306	39.85019377,-75.55503845,39.57976105,-75.90660095	2615 Maclary Dr, Wilmington, DE 19808,United States	PopulatedPlace	39.73947,-75.65202	2
en-us	en-us UnifiedMaps-1410	5194f31b-a4c1-590b-a80d-49c4cae5cd63	1423 Apple Orchard Trl 77301	Address	1	Magnolia ,Texas ,United States 77354	30.2035,-95.6633	30.1542,-95.4448,30.152,-95.4474	1423 Apple Orchard Trail, Conroe, TX 77301,United States	PopulatedPlace	30.30585,-95.42477	2
en-us	en-us UnifiedMaps-1410	519717fa-751e-5e01-93d9-d2a9dd588dbb	1072 calvery rd alton va	Address	1	Houston ,Texas ,United States	29.7633,-95.3633	36.7696,-78.8146,36.7607,-78.8364	1072 Calvary Rd, Alton, VA 24520,United States	PopulatedPlace	36.5837,-79.14034	2
en-us	en-us UnifiedMaps-1410	51ac52d9-0586-5ac3-8273-5d6c9bcaf577	1715 upper scenic dr, felton ca	Address	1	Pleasanton ,California ,United States 94566	37.6655,-121.874	37.80435891,-121.69830322,37.5260645,-122.04986572	1715 Upper Scenic Dr, Felton, CA 95018,United States	PopulatedPlace	37.029,-122.07192	2
en-us	en-us UnifiedMaps-1410	51b90fe4-138b-56d6-85b0-7810c901a704	union street palasades pk nj	Address	1	New York ,New York ,United States 10031	40.8291,-73.9491	40.96175242,-73.77319336,40.69573722,-74.12475586	Union St, Palisades Park, NJ 07650,United States	PopulatedPlace	40.8515,-74.00159	2
en-us	en-us UnifiedMaps-1410	51d5db3e-14e0-53ac-9fec-c47e23284204	650 SOUTHFIELD RD Heber City, Utah 84032	Address	1	Grand Junction ,Colorado ,United States 81507	39.0639,-108.551	39.20033382,-108.37463379,38.92736576,-108.72619629	650 S South Field Rd, Heber City, UT 84032	Address	40.4995382577181,-111.433145329356	2
en-us	en-us UnifiedMaps-1410	520d324c-1bcf-5d23-8b7e-f505d46ad396	1624 Cumberland Mall Suite LS108 Atlanta, GA 30339	Address	1	Carrollton ,Georgia ,United States 30117	33.5756,-85.134	33.72205525,-84.95796204,33.42914916,-85.30952454	1624 Cumberland Mall SE, Atlanta, GA 30339,United States	PopulatedPlace	33.88108,-84.46635	2
en-us	en-us UnifiedMaps-1410	521f8563-d1aa-5509-800f-3f7707ec3fc8	132 FLOYD RD, SC 29540	Address	1	Navarre ,Florida ,United States 32566	30.4467,-86.875	38.2209,-79.3652,33.6695,-84.9902	132 N Floyd Rd, Scranton, SC 29591,United States	PopulatedPlace	33.92819,-79.88969	31
en-us	en-us UnifiedMaps-1410	523f6d85-6c51-5c87-8704-821deffccc87	54 Buckingham Gate, SW1, England SW1E 6, United Kingdom	Address	1	Arlington Heights ,Illinois ,United States 60004	42.112,-87.979	51.5107,-0.133165,51.5094,-0.135739	54 Buckingham Gate, SW1, SW1E 6,United Kingdom	PopulatedPlace	51.49854,-0.13662	2
en-us	en-us UnifiedMaps-1410	526bf7a1-c1aa-51e1-975b-0eef31f9bff4	561 CR 409 Falfurrias TX 78355	Address	1	Houston ,Texas ,United States	29.7633,-95.3633	29.8194,-95.2143,29.7072,-95.4488	561 County Road 409, Falfurrias, TX 78355,United States	PopulatedPlace	27.28033,-98.11071	2
en-us	en-us UnifiedMaps-1410	52847a3d-c93f-5b9c-b390-4f4cef9c2088	1010 Broadmoor Dr Nashville TN 37216	Address	1	Nashville ,Tennessee ,United States 37211	36.0679,-86.7194	36.0777,-86.6994,36.0581,-86.7392	1010 Broadmoor Dr, Nashville, TN 37216,United States	PopulatedPlace	36.22898,-86.72659	2
en-us	en-us UnifiedMaps-1410	5299e4b1-e23b-5b2e-9b3f-e1a846eeff25	211 STATION RD,MINEOLA, NY 11501	Address	1	Hicksville ,New York ,United States 11801	40.767,-73.5254	40.90001987,-73.34953308,40.63375668,-73.70109558	211 Station Rd, Mineola, NY 11501,United States	PopulatedPlace	40.73984,-73.64056	2
en-us	en-us UnifiedMaps-1410	52adb509-7b82-5425-851d-3addc07c21d3	56 Smith Rd, Windham, ME 04062, United States	Address	1	Dunedin ,Florida ,United States 34698	28.0288,-82.7689	43.97156907,-70.23078918,43.71801614,-70.58235168	56 Smith Rd, Windham, ME 04062,United States	PopulatedPlace	43.84476,-70.40669	2
en-us	en-us UnifiedMaps-1410	53285b8e-e4c1-591b-8dc2-d8a738235bd4	14171 PA-36, Cooksburg, PA 15828	Address	1	Kane ,Pennsylvania ,United States 16735	41.6644,-78.7523	41.3237,-79.1748,41.3007,-79.2136	ViewPortCenter	PopulatedPlace	41.3122010143362,-79.1942	2
en-us	en-us UnifiedMaps-1410	532defe0-b3c3-5f35-8929-bbcc16ca4f4e	1106 Union St, West Springfield, Massachusetts, United States	Address	1	Edison ,New Jersey ,United States 08837	40.5033,-74.3411	40.63688313,-74.16526794,40.36956635,-74.51683044	1106 Union St, West Springfield, MA 01089,United States	PopulatedPlace	42.09587,-72.60583	2
en-us	en-us UnifiedMaps-1410	532f77df-4b88-5af6-b736-69fa013d448a	11846 Pickford Rd	Address	1	Chula Vista ,California ,United States 91910	32.6379,-117.056	32.7151,-116.752,32.5611,-117.081	11846 Pickford Rd, San Diego, CA 92131,United States	PopulatedPlace	32.93412,-117.09943	2
en-us	en-us UnifiedMaps-1410	533051be-c438-58fd-9e78-34527d072220	99  Esplanade, Room No.408, 4th Floor Ratchadapisek  Road, Din Daeng, Bangkok, Thailand	Address	1	Bangkok ,Bangkok City ,Thailand 10900	13.7534,100.505	13.92407037,100.68077087,13.58258834,100.32920837	Ratchadaphisek 1, Din Daeng, Bangkok, Bangkok 10400, Thailand	PopulatedPlace	13.75999,100.56552	2
en-us	en-us UnifiedMaps-1410	5334ed18-0720-5cea-af96-5f64df4e5e80	1310 14th St	Address	1	Westminster ,Colorado ,United States 80031	39.875,-105.04	42.086,-99.7703,37.5968,-110.317	1310 14th St, Denver, CO 80202,United States	PopulatedPlace	39.74747,-105.00007	2
en-us	en-us UnifiedMaps-1410	533d5877-f352-56fb-a61c-2b219c8d6a81	144 Angevine Rd	Address	1	Troy ,Michigan ,United States	42.6056,-83.1499	42.73490915,-82.97424316,42.47614857,-83.32580566	Angeline Dr, Sterling Heights, MI 48310,United States	PopulatedPlace	42.5552,-83.06486	7
en-us	en-us UnifiedMaps-1410	538d7526-6b7b-5c96-ba22-1213940ffa37	1200 fulton ave sacramento	Address	1	Batavia ,Illinois ,United States 60510	41.8392,-88.3612	41.97021183,-88.18519592,41.70829161,-88.53675842	1200 Fulton Ave, Sacramento, CA 95825,United States	PopulatedPlace	38.58702,-121.40144	2
en-us	en-us UnifiedMaps-1410	53a7fd72-0a54-57c9-bd10-c05cab7069e5	2402 e esplanade lane Phoenix az hotels near by	Address	1	Flagstaff ,Arizona ,United States	35.1981,-111.651	33.5336,-112.002,33.498,-112.06	2402 Esplanade Ln, Phoenix, AZ 85016,United States	PopulatedPlace	33.50804,-112.02972	2
en-us	en-us UnifiedMaps-1410	53bd0baa-f8cf-5134-a1d3-46080b9c8b04	35000 IH-10 W, Boerne TX 78006	Address	1	San Antonio ,Texas ,United States 78233	29.5559,-98.3652	29.70892853,-98.18962097,29.40311412,-98.54118347	35000 Interstate 10 W, Boerne, TX 78006,United States	PopulatedPlace	29.77667,-98.73211	2
en-us	en-us UnifiedMaps-1410	53da8d27-3ac9-56f5-9b3e-1d014b3238ef	10085 Carroll Canyon Rd, San Diego, CA 92131, United States	Address	1	San Diego ,California ,United States 92123	32.8088,-117.138	33.05068781,-116.93367004,32.7555199,-117.28523254	10085 Carroll Canyon Rd, San Diego, CA 92131,United States	PopulatedPlace	32.90323,-117.1096	2
en-us	en-us UnifiedMaps-1410	53e3c032-62ed-54f4-98f0-703403d03e36	3333 Piedmont Rd NE, Atlanta, GA 30305	Address	1	Atlanta ,Georgia ,United States	33.749,-84.388	33.99176508,-84.19647217,33.69977904,-84.54803467	3333 Piedmont Rd NE, Atlanta, GA 30305,United States	PopulatedPlace	33.84605,-84.37249	2
en-us	en-us UnifiedMaps-1410	53ef69a5-a435-5429-aeb2-7a3ad85f998d	605 Davidson ave, high point, nc	Address	1	Trinity ,North Carolina ,United States 27370	35.9197,-80.0058	36.06186665,-79.83009338,35.7771572,-80.18165588	605 Davidson Ave, High Point, NC 27260,United States	PopulatedPlace	35.93461,-80.00125	2
en-us	en-us UnifiedMaps-1410	5404e196-1006-5761-9352-6ad1d6dbef2f	10228 MULBERRY LN BRIDGEVIEW IL	Address	1	Woodridge ,Illinois ,United States 60517	41.7351,-88.0447	39.11068934,-95.5604248,38.98724103,-95.79045105	10228 Mulberry Ln, Bridgeview, IL 60455,United States	PopulatedPlace	41.70545,-87.80482	2
en-us	en-us UnifiedMaps-1410	54133dc5-b7d3-5018-9c85-2c0d2c6fe530	8808 Camp Bowie Fort Worth, TX 76116	Address	1	Fort Worth ,Texas ,United States 76116	32.7235,-97.4625	32.87151365,-97.28668213,32.57574897,-97.63824463	8808 Camp Bowie, Fort Worth, TX 76116,United States	PopulatedPlace	32.72526,-97.4699	2
en-us	en-us UnifiedMaps-1410	544f662d-5813-5f7d-b6b5-06b5b2175edf	1608 South Mission Road, Fallbrook, CA, US, 92028	Address	1	Phoenix ,Arizona ,United States 85054	33.6523,-111.943	34.236783,-116.592407,33.066226,-117.998657	1608 S Mission Rd, Fallbrook, CA 92028,United States	PopulatedPlace	33.36365,-117.24876	2
en-us	en-us UnifiedMaps-1410	54509836-1b90-59f9-9486-f59cf41c2396	27 marconi drive latham ny	Address	1	Albany ,New York ,United States 12206	42.6766,-73.7934	42.80547683,-73.61732483,42.54701018,-73.96888733	27 Marconi Dr, Latham, NY 12110,United States	PopulatedPlace	42.75815,-73.74878	2
en-us	en-us UnifiedMaps-1410	54a2f247-c87b-5961-bbb0-ff5192d5713c	Willow Bend6121 West Park BlvdPlano, TX 75093(469) 366-0038	Address	1	Dallas ,Texas ,United States 75219	32.8054,-96.8142	32.95279197,-96.63848877,32.65729764,-96.99005127	W Park Blvd, Plano, TX 75093,United States	PopulatedPlace	33.02781,-96.81383	2
en-us	en-us UnifiedMaps-1410	54b258c1-5c17-511a-8784-ff8876ecd1f1	 258 Elm Ave, Saint Louis, MO 63122	Address	1	Saint Louis ,Missouri ,United States 63122	38.5776,-90.4245	38.5752,-90.4344,38.5738,-90.4365	258 Elm Ave, St Louis, MO 63122,United States	PopulatedPlace	38.58882,-90.38334	2
en-us	en-us UnifiedMaps-1410	54d09a6d-eedd-5f22-b632-0cff28023b03	8051 Vesta Avenue, Suite 2, Northfield Center, Ohio 4406	Address	1	Medina ,Ohio ,United States 44256	41.136,-81.864	41.26800121,-81.68815613,41.00322086,-82.03971863	Northfield Center, OH,United States	PopulatedPlace	41.31425,-81.54188	2
